Property_ID,Area_sqft,Bedrooms,Bathrooms,Price,Location
1215,2996.0,2.0,3,11880943,Bangalore
1216,2762.0,4.0,4,3070925,Vijayawada
1217,,2.0,4,4143508,Hyderabad
1218,2191.0,5.0,2,19112705,Chennai
1219,3711.0,3.0,4,6499682,Chennai
1220,4530.0,1.0,4,12661667,Hyderabad
1221,2596.0,5.0,3,6303829,Chennai
1222,1912.0,3.0,2,10156521,Vijayawada
1223,1885.0,4.0,1,5325971,Mumbai
1224,4911.0,5.0,2,9425660,Hyderabad
1225,2983.0,3.0,3,15210687,Bangalore
1226,3839.0,5.0,3,4749950,Hyderabad
1227,2739.0,,3,8273060,Vijayawada
1228,2304.0,3.0,4,16134916,Bangalore
1229,962.0,2.0,2,20407802,Mumbai
1230,3204.0,2.0,4,23280054,Chennai
1231,2316.0,3.0,4,15153024,Hyderabad
1232,4886.0,1.0,2,5378979,Bangalore
1233,4338.0,3.0,3,6847519,Hyderabad
1234,3069.0,1.0,1,18720820,Mumbai
1235,1156.0,5.0,1,13347006,Hyderabad
1236,,5.0,2,2703307,Bangalore
1237,3408.0,3.0,2,7896119,Vijayawada
1238,3319.0,5.0,3,9226409,Bangalore
1239,4108.0,4.0,2,18300304,Hyderabad
1240,4341.0,2.0,2,6811344,Mumbai
1241,2174.0,2.0,3,3440929,Chennai
1242,4598.0,1.0,3,20152606,Chennai
1243,2729.0,5.0,4,24719843,Mumbai
1244,3003.0,1.0,2,9585898,Hyderabad
1245,3929.0,2.0,1,7489520,Mumbai
1246,1188.0,2.0,2,6780619,Hyderabad
1247,2612.0,5.0,1,13948705,Bangalore
1248,2147.0,4.0,1,11076645,Vijayawada
1249,894.0,4.0,1,22488872,Hyderabad
1250,2585.0,5.0,4,14209700,Chennai
1251,3717.0,5.0,3,13590452,Chennai
1252,2290.0,1.0,3,8383784,Vijayawada
1253,1736.0,5.0,4,6670428,Hyderabad
1254,2664.0,4.0,3,14056150,Vijayawada
1255,1607.0,5.0,4,17585063,Bangalore
1256,3114.0,1.0,2,8934462,Vijayawada
1257,4126.0,1.0,4,5397619,Bangalore
1258,1847.0,1.0,3,12436090,Chennai
1259,4502.0,1.0,3,14723157,Bangalore
1260,2035.0,3.0,2,6236340,Hyderabad
1261,1171.0,5.0,4,15820539,Hyderabad
1262,2982.0,2.0,2,11156773,Hyderabad
1263,1845.0,5.0,1,23716450,Hyderabad
1264,2684.0,3.0,4,15885092,Mumbai
1265,877.0,1.0,2,7015270,Bangalore
1266,2487.0,3.0,2,16421915,Hyderabad
1267,1865.0,4.0,3,7850851,Vijayawada
1268,1640.0,4.0,4,13722182,Vijayawada
1269,1517.0,5.0,1,23473898,Mumbai
1270,1485.0,5.0,1,9236334,Bangalore
1271,3352.0,2.0,4,21160769,Bangalore
1272,621.0,2.0,4,6094927,Bangalore
1273,3791.0,4.0,2,21447879,Mumbai
1274,,1.0,3,9922719,Bangalore
1275,1286.0,3.0,3,12828742,Bangalore
1276,884.0,2.0,3,12192529,Hyderabad
1277,4347.0,2.0,4,6176637,Bangalore
1278,1362.0,1.0,3,3039605,Hyderabad
1279,3028.0,1.0,2,20592376,Hyderabad
1280,3107.0,5.0,4,9703419,Bangalore
1281,628.0,3.0,4,8859315,Vijayawada
1282,1506.0,1.0,3,9692934,Chennai
1283,3704.0,2.0,1,2779938,Vijayawada
1284,4599.0,,1,2111204,Bangalore
1285,3594.0,4.0,2,6822432,Bangalore
1286,3106.0,1.0,3,2538734,Vijayawada
1287,4209.0,5.0,3,24041506,Bangalore
1288,4153.0,3.0,4,22756359,Hyderabad
1289,2053.0,5.0,4,11587912,Mumbai
1290,3956.0,2.0,3,12773697,Bangalore
1291,1115.0,5.0,4,11860051,Bangalore
1292,638.0,2.0,3,17146276,Vijayawada
1293,3942.0,2.0,2,12291518,Hyderabad
1294,1486.0,2.0,4,13035346,Vijayawada
1295,3444.0,2.0,3,5845237,Vijayawada
1296,2804.0,2.0,4,5063069,Bangalore
1297,1698.0,4.0,2,14862382,Hyderabad
1298,2423.0,5.0,4,18084465,Bangalore
1299,3801.0,4.0,3,11012840,Bangalore
1300,3755.0,4.0,4,11678303,Bangalore
1301,3693.0,1.0,4,4820938,Bangalore
1302,4130.0,1.0,3,17413132,Mumbai
1303,4378.0,1.0,1,12971353,Chennai
1304,3496.0,3.0,4,8069089,Hyderabad
1305,4053.0,1.0,4,3656941,Mumbai
1306,4111.0,5.0,2,5239941,Chennai
1307,1588.0,4.0,1,9151879,Chennai
1308,4716.0,5.0,2,11417886,Chennai
1309,4626.0,1.0,3,18122607,Mumbai
1310,4779.0,3.0,3,15907294,Hyderabad
1311,2282.0,3.0,2,9553620,Vijayawada
1312,4563.0,4.0,4,10057770,Chennai
1313,1533.0,5.0,1,11490277,Vijayawada
1314,4198.0,2.0,2,17011053,Vijayawada
1315,3833.0,5.0,2,13608865,Bangalore
1316,2580.0,1.0,3,12981567,Vijayawada
1317,2455.0,2.0,4,8967870,Bangalore
1318,3656.0,3.0,1,12576042,Hyderabad
1319,1392.0,4.0,2,3973301,Hyderabad
1320,1391.0,4.0,1,21176866,Bangalore
1321,2409.0,3.0,1,12645841,Hyderabad
1322,2855.0,1.0,2,11801598,Chennai
1323,4210.0,3.0,1,21167104,Hyderabad
1324,2207.0,1.0,3,13277277,Bangalore
1325,1584.0,2.0,4,22812427,Chennai
1326,4276.0,3.0,4,22249838,Vijayawada
1327,3980.0,1.0,4,9436154,Vijayawada
1328,1119.0,2.0,3,9862469,Vijayawada
1329,1190.0,3.0,3,20747535,Bangalore
1330,1650.0,4.0,3,16152442,Vijayawada
1331,4233.0,3.0,4,18196299,Hyderabad
1332,1559.0,5.0,1,23113579,Vijayawada
1333,1292.0,3.0,3,11988349,Mumbai
1334,4499.0,,2,12372927,Mumbai
1335,3546.0,2.0,3,17460257,Vijayawada
1336,1126.0,3.0,2,7846374,Vijayawada
1337,3824.0,2.0,4,9896319,Mumbai
1338,2853.0,2.0,2,22793094,Vijayawada
1339,3944.0,1.0,3,4315839,Chennai
1340,4565.0,2.0,3,15361802,Mumbai
1341,2475.0,2.0,1,2250506,Bangalore
1342,2363.0,3.0,4,4486189,Mumbai
1343,1120.0,3.0,2,5953293,Hyderabad
1344,1616.0,4.0,4,9171711,Chennai
1345,,1.0,3,19150218,Bangalore
1346,3033.0,2.0,1,24689987,Vijayawada
1347,1183.0,1.0,3,6647984,Hyderabad
1348,994.0,5.0,3,17704024,Hyderabad
1349,4388.0,2.0,3,24188841,Chennai
1350,3368.0,1.0,2,17351892,Bangalore
1351,4767.0,4.0,3,20082382,Hyderabad
1352,4460.0,4.0,4,2753159,Bangalore
1353,873.0,2.0,4,8761969,Bangalore
1354,2613.0,5.0,1,9780934,Hyderabad
1355,1989.0,4.0,4,4539933,Bangalore
1356,,4.0,3,1695507,Chennai
1357,765.0,5.0,3,9789069,Hyderabad
1358,2167.0,1.0,4,10354326,Chennai
1359,1328.0,4.0,1,23627533,Chennai
1360,2643.0,3.0,1,8805626,Bangalore
1361,4797.0,4.0,4,9840133,Bangalore
1362,4096.0,1.0,2,21248629,Hyderabad
1363,1378.0,1.0,2,7844661,Vijayawada
1364,813.0,2.0,2,18384164,Hyderabad
1365,4362.0,3.0,2,23842050,Chennai
1366,2176.0,1.0,4,3972385,Bangalore
1367,3048.0,5.0,1,3137346,Chennai
1368,3536.0,,3,10500050,Mumbai
1369,3717.0,,3,5256082,Mumbai
1370,1191.0,5.0,4,3815632,Chennai
1371,3320.0,4.0,3,11620874,Vijayawada
1372,1313.0,5.0,2,15540843,Vijayawada
1373,1535.0,5.0,1,14211426,Hyderabad
1374,4937.0,4.0,4,4416561,Hyderabad
1375,601.0,4.0,1,18972485,Hyderabad
1376,3448.0,4.0,4,19303142,Bangalore
1377,4644.0,4.0,4,13229888,Vijayawada
1378,2549.0,4.0,4,17539813,Chennai
1379,1517.0,5.0,4,13711025,Mumbai
1380,3774.0,2.0,1,5862110,Vijayawada
1381,2841.0,2.0,3,18057909,Vijayawada
1382,689.0,1.0,4,4326866,Vijayawada
1383,2309.0,2.0,2,17436166,Hyderabad
1384,2769.0,2.0,4,21661970,Bangalore
1385,4838.0,5.0,1,2141800,Chennai
1386,3641.0,4.0,4,2913387,Hyderabad
1387,705.0,4.0,2,23981011,Bangalore
1388,1486.0,5.0,1,9472439,Vijayawada
1389,1027.0,2.0,4,5776977,Bangalore
1390,2495.0,5.0,2,17588423,Hyderabad
1391,916.0,1.0,1,3750056,Vijayawada
1392,1234.0,4.0,4,6333461,Hyderabad
1393,2525.0,3.0,2,13478217,Chennai
1394,2656.0,1.0,1,2793520,Vijayawada
1395,3744.0,,4,4032230,Bangalore
1396,2870.0,5.0,1,22312918,Hyderabad
1397,2039.0,,2,13914333,Mumbai
1398,1152.0,4.0,4,1933073,Bangalore
1399,1315.0,3.0,4,18758753,Bangalore
1400,4511.0,1.0,4,13818178,Vijayawada
1401,2313.0,3.0,2,11975474,Bangalore
1402,3989.0,2.0,3,17331188,Hyderabad
1403,1707.0,2.0,4,14478292,Mumbai
1404,,3.0,2,13417769,Chennai
1405,850.0,4.0,1,12471700,Mumbai
1406,3030.0,2.0,1,11705997,Hyderabad
1407,2654.0,3.0,2,15522700,Vijayawada
1408,1058.0,1.0,3,7416645,Hyderabad
1409,807.0,3.0,2,11464293,Bangalore
1410,1499.0,3.0,1,19741524,Vijayawada
1411,4061.0,5.0,1,20253769,Chennai
1412,3985.0,2.0,4,24352982,Chennai
1413,,4.0,3,14076692,Hyderabad
1414,,4.0,2,8047652,Bangalore
1415,1494.0,5.0,1,24411000,Chennai
1416,1114.0,4.0,1,18500842,Mumbai
1417,4709.0,3.0,1,8002160,Vijayawada
1418,2734.0,5.0,2,3833731,Mumbai
1419,4195.0,1.0,2,14020921,Chennai
1420,3556.0,2.0,3,15025214,Chennai
1421,2160.0,,4,4137588,Hyderabad
1422,1866.0,2.0,4,7878001,Hyderabad
1423,2769.0,3.0,4,19380251,Vijayawada
1424,4238.0,1.0,1,13904992,Hyderabad
1425,1349.0,5.0,4,16508397,Bangalore
1426,4027.0,5.0,1,3065831,Vijayawada
1427,2527.0,2.0,3,8192801,Bangalore
1428,4404.0,1.0,1,22563474,Hyderabad
1429,4302.0,,3,17884443,Vijayawada
1430,2956.0,1.0,3,2444545,Chennai
1431,2935.0,4.0,4,6307971,Mumbai
1432,906.0,4.0,4,2382816,Chennai
1433,4265.0,2.0,1,1996626,Bangalore
1434,2589.0,1.0,2,21591220,Chennai
1435,1261.0,1.0,4,5926719,Chennai
1436,911.0,5.0,4,8704563,Mumbai
1437,3520.0,5.0,2,18731534,Mumbai
1438,1682.0,2.0,2,13173699,Chennai
1439,3571.0,1.0,4,9603974,Mumbai
1440,1354.0,2.0,2,18555645,Chennai
1441,4730.0,,1,22795253,Vijayawada
1442,,5.0,3,16194008,Chennai
1443,1502.0,4.0,3,10513937,Hyderabad
1444,4488.0,2.0,4,8673449,Mumbai
1445,,2.0,4,19904471,Mumbai
1446,2577.0,1.0,1,14084519,Bangalore
1447,1556.0,1.0,2,23780410,Bangalore
1448,2671.0,4.0,4,13037289,Hyderabad
1449,1003.0,3.0,3,7469709,Mumbai
1450,3379.0,3.0,1,10883034,Mumbai
1451,1987.0,3.0,1,12833875,Bangalore
1452,4053.0,2.0,2,24026837,Bangalore
1453,1555.0,2.0,4,13759914,Chennai
1454,,5.0,4,4627813,Mumbai
1455,1873.0,2.0,1,14978932,Mumbai
1456,4411.0,2.0,3,6732829,Chennai
1457,3225.0,2.0,4,23793394,Mumbai
1458,2982.0,4.0,3,11550001,Hyderabad
1459,2041.0,2.0,1,6949826,Bangalore
1460,3579.0,1.0,4,17528477,Bangalore
1461,2397.0,1.0,3,6408394,Bangalore
1462,4990.0,5.0,1,21684036,Vijayawada
1463,4609.0,4.0,3,3948466,Hyderabad
1464,1994.0,,4,17725943,Hyderabad
1465,4881.0,4.0,2,12555159,Chennai
1466,1869.0,4.0,3,18746113,Vijayawada
1467,4314.0,5.0,2,24093720,Mumbai
1468,1129.0,4.0,4,4662633,Hyderabad
1469,4223.0,2.0,2,19450983,Vijayawada
1470,3558.0,4.0,1,17606720,Vijayawada
1471,3514.0,5.0,2,21580250,Hyderabad
1472,4191.0,,3,18343754,Chennai
1473,2747.0,5.0,3,15236058,Vijayawada
1474,3969.0,1.0,2,23159453,Bangalore
1475,1539.0,2.0,1,20205563,Vijayawada
1476,1125.0,1.0,4,5889696,Mumbai
1477,601.0,3.0,2,4394914,Hyderabad
1478,974.0,2.0,3,7601865,Mumbai
1479,2940.0,4.0,3,6279577,Chennai
1480,4605.0,5.0,2,15672820,Bangalore
1481,3652.0,3.0,2,23118112,Hyderabad
1482,2965.0,2.0,2,1636322,Vijayawada
1483,2125.0,1.0,4,1758116,Bangalore
1484,2246.0,5.0,3,22232665,Vijayawada
1485,613.0,1.0,3,20407455,Chennai
1486,2878.0,2.0,3,24266151,Hyderabad
1487,3755.0,2.0,4,20410736,Chennai
1488,729.0,3.0,1,11582120,Chennai
1489,4414.0,4.0,3,8648703,Chennai
1490,3816.0,1.0,3,13125029,Chennai
1491,3538.0,3.0,1,7776839,Vijayawada
1492,4528.0,5.0,4,14666100,Mumbai
1493,2640.0,4.0,1,7544806,Vijayawada
1494,627.0,3.0,1,23898726,Bangalore
1495,2713.0,1.0,1,12686286,Chennai
1496,1852.0,2.0,1,8013638,Bangalore
1497,4956.0,5.0,4,11756666,Vijayawada
1498,2646.0,1.0,4,19947879,Chennai
1499,4623.0,4.0,1,24699688,Vijayawada
1500,4996.0,4.0,2,17457787,Chennai
1501,3974.0,2.0,2,17841185,Vijayawada
1502,4066.0,2.0,2,7534478,Hyderabad
1503,3681.0,5.0,2,6094641,Mumbai
1504,4378.0,5.0,3,12655797,Mumbai
1505,1229.0,2.0,4,9315157,Chennai
1506,869.0,2.0,4,21248209,Hyderabad
1507,3239.0,4.0,1,15169152,Bangalore
1508,2593.0,2.0,3,6610662,Hyderabad
1509,3491.0,3.0,1,3056610,Chennai
1510,4032.0,1.0,1,20113517,Hyderabad
1511,1880.0,2.0,4,21314315,Bangalore
1512,2960.0,5.0,3,1811356,Chennai
1513,,3.0,2,12987395,Mumbai
1514,,5.0,4,21498220,Hyderabad
1515,3792.0,3.0,3,9639023,Mumbai
1516,3778.0,2.0,3,7856687,Mumbai
1517,3334.0,1.0,4,7375445,Vijayawada
1518,2812.0,5.0,4,15301604,Bangalore
1519,,3.0,1,7026771,Hyderabad
1520,4168.0,4.0,1,15598213,Mumbai
1521,2255.0,2.0,1,14032709,Mumbai
1522,2179.0,1.0,2,13457681,Bangalore
1523,2803.0,2.0,4,22313670,Mumbai
1524,1990.0,4.0,3,20472215,Mumbai
1525,,1.0,4,17856670,Mumbai
1526,2525.0,4.0,3,2277725,Mumbai
1527,1219.0,2.0,2,24617175,Vijayawada
1528,1874.0,3.0,4,16994703,Vijayawada
1529,1556.0,2.0,3,8293832,Chennai
1530,2539.0,2.0,3,2843961,Hyderabad
1531,4553.0,2.0,1,18146202,Bangalore
1532,2981.0,5.0,2,7728556,Chennai
1533,1568.0,4.0,4,13392651,Vijayawada
1534,1916.0,4.0,1,7217209,Vijayawada
1535,1643.0,4.0,2,18537182,Vijayawada
1536,881.0,5.0,1,3231126,Chennai
1537,3444.0,3.0,4,22544352,Vijayawada
1538,1658.0,2.0,3,19609319,Chennai
1539,4893.0,3.0,4,20760803,Vijayawada
1540,3132.0,5.0,2,13976500,Mumbai
1541,4428.0,4.0,4,14070325,Mumbai
1542,1608.0,2.0,2,14872018,Hyderabad
1543,1829.0,1.0,1,11313428,Vijayawada
1544,1635.0,1.0,2,11677584,Hyderabad
1545,875.0,,3,13453218,Chennai
1546,3340.0,4.0,3,15175282,Hyderabad
1547,,1.0,3,9884640,Vijayawada
1548,1839.0,3.0,1,21551488,Chennai
1549,,,2,3518422,Chennai
1550,4665.0,3.0,1,12023315,Mumbai
1551,4912.0,3.0,4,20036360,Chennai
1552,4468.0,3.0,4,19096054,Chennai
1553,,2.0,4,7620632,Hyderabad
1554,3849.0,3.0,4,17645072,Chennai
1555,,,3,13770832,Bangalore
1556,4523.0,2.0,2,20666796,Mumbai
1557,2569.0,2.0,3,3425635,Mumbai
1558,3393.0,5.0,2,20257629,Chennai
1559,1491.0,4.0,2,5783327,Hyderabad
1560,2633.0,1.0,1,16387076,Mumbai
1561,1964.0,1.0,4,24547070,Mumbai
1562,728.0,3.0,2,14247684,Bangalore
1563,1614.0,5.0,4,17705439,Chennai
1564,2399.0,3.0,4,10978700,Mumbai
1565,2118.0,1.0,4,4604490,Mumbai
1566,4781.0,2.0,3,14338535,Mumbai
1567,1798.0,4.0,4,12525063,Mumbai
1568,4473.0,5.0,2,16271168,Hyderabad
1569,3074.0,2.0,3,17605196,Vijayawada
1570,4085.0,4.0,4,24922556,Bangalore
1571,4649.0,5.0,1,11689828,Hyderabad
1572,4319.0,5.0,4,22432251,Bangalore
1573,902.0,1.0,4,22800304,Mumbai
1574,,2.0,3,22030422,Bangalore
1575,1586.0,5.0,2,11980470,Chennai
1576,2463.0,,4,19240424,Chennai
1577,3672.0,,3,15304929,Vijayawada
1578,3724.0,1.0,3,15790494,Vijayawada
1579,1927.0,3.0,2,2635583,Bangalore
1580,3008.0,1.0,3,13715602,Hyderabad
1581,4273.0,3.0,2,6609661,Hyderabad
1582,3891.0,,1,19334937,Mumbai
1583,4633.0,2.0,4,12534167,Hyderabad
1584,1303.0,,3,11000744,Vijayawada
1585,1174.0,2.0,1,24566172,Hyderabad
1586,3832.0,5.0,3,13280077,Mumbai
1587,,1.0,3,22856665,Chennai
1588,4428.0,2.0,1,13489678,Hyderabad
1589,3830.0,1.0,3,1551712,Hyderabad
1590,1088.0,1.0,3,14528317,Vijayawada
1591,1947.0,2.0,1,2475288,Bangalore
1592,4281.0,1.0,3,13688709,Chennai
1593,3773.0,2.0,2,22801949,Bangalore
1594,2267.0,2.0,3,22586798,Mumbai
1595,2237.0,2.0,4,14592184,Mumbai
1596,4714.0,3.0,3,3762353,Bangalore
1597,4153.0,1.0,4,5272093,Vijayawada
1598,1600.0,4.0,4,2234391,Vijayawada
1599,1450.0,2.0,3,16636834,Vijayawada
1600,1988.0,1.0,1,19590000,Chennai
1601,,5.0,2,6314206,Mumbai
1602,1967.0,2.0,2,21605583,Mumbai
1603,1421.0,2.0,3,19659088,Mumbai
1604,1054.0,4.0,1,16191024,Chennai
1605,2224.0,3.0,1,18598280,Mumbai
1606,3372.0,3.0,2,14491452,Bangalore
1607,4326.0,2.0,1,4185400,Hyderabad
1608,3747.0,1.0,3,18400210,Chennai
1609,4689.0,5.0,3,9829315,Hyderabad
1610,2790.0,5.0,1,11231956,Bangalore
1611,1516.0,1.0,3,6602005,Vijayawada
1612,4586.0,2.0,4,23201976,Vijayawada
1613,3475.0,5.0,2,20159676,Vijayawada
1614,2040.0,3.0,3,8618986,Chennai
1615,1335.0,1.0,1,16874659,Vijayawada
1616,4168.0,4.0,2,9916557,Chennai
1617,3938.0,2.0,3,20710049,Chennai
1618,3615.0,1.0,2,1878147,Hyderabad
1619,3489.0,5.0,1,6955945,Vijayawada
1620,1561.0,2.0,4,7148399,Mumbai
1621,3589.0,3.0,4,18852205,Vijayawada
1622,,2.0,3,10725551,Vijayawada
1623,1626.0,2.0,4,24649336,Vijayawada
1624,4465.0,,3,4008648,Mumbai
1625,3463.0,3.0,2,21462371,Mumbai
1626,3101.0,2.0,3,22568700,Chennai
1627,,3.0,3,18905054,Mumbai
1628,1777.0,1.0,3,13958807,Chennai
1629,611.0,3.0,4,9764197,Hyderabad
1630,4999.0,3.0,3,19403744,Chennai
1631,3964.0,2.0,1,14148958,Vijayawada
1632,3622.0,1.0,3,7072466,Bangalore
1633,3971.0,4.0,2,7197767,Bangalore
1634,3430.0,4.0,1,12601118,Vijayawada
1635,642.0,5.0,2,17811096,Chennai
1636,1543.0,,2,10723362,Vijayawada
1637,2990.0,3.0,2,23471008,Mumbai
1638,3145.0,1.0,1,8746656,Chennai
1639,3011.0,4.0,1,13104582,Vijayawada
1640,1604.0,5.0,4,17922892,Mumbai
1641,620.0,1.0,1,4137023,Mumbai
1642,1006.0,3.0,3,10337039,Chennai
1643,,4.0,2,11617397,Hyderabad
1644,2438.0,5.0,4,10287933,Hyderabad
1645,3788.0,2.0,1,6982165,Mumbai
1646,1314.0,4.0,2,16973155,Hyderabad
1647,4746.0,5.0,1,11200566,Mumbai
1648,4454.0,1.0,4,12631318,Hyderabad
1649,740.0,2.0,1,14988555,Mumbai
1650,1563.0,5.0,1,23682283,Mumbai
1651,972.0,5.0,2,22083924,Mumbai
1652,4235.0,3.0,3,16076563,Mumbai
1653,3141.0,4.0,1,6505404,Bangalore
1654,4210.0,3.0,4,19665195,Hyderabad
1655,2292.0,2.0,1,2907296,Mumbai
1656,705.0,5.0,1,21004137,Vijayawada
1657,2281.0,3.0,3,18126577,Chennai
1658,4697.0,4.0,2,11100302,Vijayawada
1659,4616.0,2.0,4,6944929,Vijayawada
1660,3236.0,1.0,2,10359079,Bangalore
1661,,3.0,2,10774965,Hyderabad
1662,4016.0,2.0,2,16787833,Bangalore
1663,4130.0,1.0,1,9316584,Hyderabad
1664,1886.0,3.0,3,2871028,Mumbai
1665,3779.0,,1,18733651,Bangalore
1666,4254.0,2.0,4,9336606,Chennai
1667,2959.0,3.0,3,8316874,Hyderabad
1668,1044.0,2.0,2,2038359,Bangalore
1669,635.0,5.0,3,9711981,Chennai
1670,2075.0,3.0,4,14609318,Vijayawada
1671,4557.0,2.0,1,4708136,Mumbai
1672,2398.0,1.0,1,16268178,Mumbai
1673,2445.0,1.0,2,23180001,Vijayawada
1674,2008.0,5.0,1,10432770,Bangalore
1675,2308.0,3.0,1,14322051,Vijayawada
1676,3538.0,2.0,4,23341395,Chennai
1677,1900.0,2.0,3,17793749,Hyderabad
1678,1843.0,1.0,1,7382843,Bangalore
1679,,5.0,4,13357062,Hyderabad
1680,3697.0,1.0,4,14205515,Vijayawada
1681,609.0,1.0,2,19259423,Mumbai
1682,3025.0,5.0,4,16029720,Hyderabad
1683,2260.0,3.0,2,14580733,Hyderabad
1684,3231.0,2.0,1,15524437,Mumbai
1685,1672.0,3.0,2,21598669,Hyderabad
1686,3825.0,4.0,4,17048514,Hyderabad
1687,1916.0,4.0,3,23358544,Mumbai
1688,,4.0,3,19056089,Mumbai
1689,4283.0,5.0,1,18743764,Vijayawada
1690,3873.0,1.0,1,6018633,Vijayawada
1691,745.0,3.0,3,24326871,Hyderabad
1692,3640.0,2.0,2,4096057,Bangalore
1693,2062.0,4.0,1,18397242,Vijayawada
1694,2184.0,3.0,4,24802929,Vijayawada
1695,1082.0,4.0,1,6795986,Bangalore
1696,3779.0,4.0,2,9740786,Bangalore
1697,1849.0,2.0,1,6824107,Mumbai
1698,1230.0,5.0,4,1946295,Vijayawada
1699,1261.0,1.0,4,12666148,Chennai
1700,4103.0,5.0,4,16823951,Chennai
1701,3452.0,3.0,2,14836989,Hyderabad
1702,3066.0,5.0,2,4729198,Vijayawada
1703,1587.0,3.0,4,4365530,Chennai
1704,2146.0,,4,19371742,Vijayawada
1705,1249.0,1.0,2,22134027,Vijayawada
1706,1568.0,2.0,2,3875521,Chennai
1707,3237.0,1.0,2,23476147,Vijayawada
1708,1700.0,5.0,3,5774015,Bangalore
1709,1040.0,3.0,2,3738275,Hyderabad
1710,1369.0,,4,24771172,Mumbai
1711,,4.0,3,5425300,Chennai
1712,4958.0,,2,8057049,Mumbai
1713,4329.0,1.0,4,23430119,Hyderabad
1714,4506.0,2.0,1,22107494,Bangalore
1715,2177.0,1.0,3,7424381,Bangalore
1716,4608.0,3.0,4,1733597,Bangalore
1717,3951.0,3.0,1,20922564,Bangalore
1718,2949.0,2.0,4,6061295,Chennai
1719,4202.0,5.0,2,21281710,Chennai
1720,1841.0,5.0,2,21152996,Vijayawada
1721,1725.0,2.0,1,5613942,Vijayawada
1722,3201.0,5.0,2,4397596,Hyderabad
1723,1790.0,4.0,4,3614564,Vijayawada
1724,4731.0,,1,4610806,Hyderabad
1725,,5.0,4,7115054,Hyderabad
1726,2514.0,5.0,4,15942577,Hyderabad
1727,3072.0,4.0,4,10156408,Bangalore
1728,3646.0,5.0,2,23660135,Mumbai
1729,1307.0,4.0,2,4075326,Mumbai
1730,2404.0,2.0,4,11346164,Chennai
1731,4313.0,1.0,3,3167349,Hyderabad
1732,3164.0,2.0,4,7638695,Bangalore
1733,3075.0,1.0,4,5089974,Vijayawada
1734,4210.0,2.0,1,5844899,Vijayawada
1735,4855.0,1.0,4,12035517,Chennai
1736,3423.0,1.0,2,2284402,Chennai
1737,2335.0,3.0,1,15381983,Hyderabad
1738,2185.0,1.0,3,24268982,Hyderabad
1739,666.0,1.0,1,10877500,Vijayawada
1740,3661.0,3.0,3,16971958,Vijayawada
1741,3028.0,5.0,1,10267584,Vijayawada
1742,4753.0,5.0,1,6905747,Vijayawada
1743,941.0,3.0,3,16905230,Mumbai
1744,,4.0,2,16270091,Hyderabad
1745,3417.0,1.0,2,5742546,Hyderabad
1746,3261.0,1.0,2,18736315,Vijayawada
1747,1832.0,3.0,1,13149024,Bangalore
1748,4474.0,3.0,4,5137310,Vijayawada
1749,3001.0,4.0,1,12511831,Chennai
1750,2094.0,5.0,4,3625542,Bangalore
1751,,2.0,4,24183873,Chennai
1752,1261.0,5.0,2,19397894,Bangalore
1753,4483.0,,4,21702514,Chennai
1754,4219.0,3.0,1,8870782,Vijayawada
1755,2468.0,4.0,1,20956844,Vijayawada
1756,2934.0,5.0,2,16453080,Bangalore
1757,3974.0,4.0,3,15523492,Chennai
1758,1616.0,5.0,1,10592054,Mumbai
1759,807.0,1.0,4,24111154,Bangalore
1760,3265.0,2.0,1,1731360,Bangalore
1761,3093.0,4.0,1,24430686,Hyderabad
1762,1232.0,4.0,1,21117905,Bangalore
1763,2702.0,2.0,3,9530112,Mumbai
1764,3559.0,4.0,4,13969178,Vijayawada
1765,,4.0,2,5304379,Chennai
1766,2531.0,5.0,1,8952840,Hyderabad
1767,4319.0,5.0,4,22581611,Chennai
1768,3162.0,2.0,4,10462289,Vijayawada
1769,2279.0,1.0,2,11006954,Bangalore
1770,836.0,4.0,1,15944640,Mumbai
1771,2140.0,1.0,3,13008917,Hyderabad
1772,4543.0,2.0,4,2299800,Mumbai
1773,,2.0,2,9674433,Mumbai
1774,2968.0,5.0,3,20907390,Mumbai
1775,885.0,4.0,4,4228627,Mumbai
1776,748.0,3.0,1,14182241,Vijayawada
1777,4637.0,2.0,4,2355327,Mumbai
1778,2366.0,4.0,3,6453225,Mumbai
1779,1612.0,,3,21543368,Vijayawada
1780,3431.0,5.0,1,4571487,Chennai
1781,3107.0,1.0,1,13922023,Vijayawada
1782,2123.0,2.0,2,10208825,Bangalore
1783,3385.0,2.0,1,7471165,Vijayawada
1784,3156.0,1.0,2,10132650,Chennai
1785,4325.0,2.0,3,7478728,Bangalore
1786,2201.0,4.0,3,10114291,Bangalore
1787,3008.0,2.0,4,2764123,Hyderabad
1788,940.0,5.0,4,15837150,Mumbai
1789,3417.0,4.0,2,23806555,Bangalore
1790,3096.0,3.0,1,19605358,Bangalore
1791,2325.0,2.0,1,12058423,Chennai
1792,2289.0,2.0,4,18194376,Bangalore
1793,3867.0,5.0,3,2805068,Chennai
1794,861.0,5.0,2,22766407,Mumbai
1795,2042.0,1.0,3,7235642,Hyderabad
1796,1005.0,1.0,3,15540340,Hyderabad
1797,2790.0,1.0,1,13594804,Mumbai
1798,843.0,5.0,2,24849699,Mumbai
1799,4707.0,1.0,3,16748752,Vijayawada
1800,1160.0,1.0,4,6919951,Bangalore
1801,4737.0,3.0,4,5487422,Bangalore
